,tweet,label
543,jeremias nguenha  la famba bixa abilio mandlaze  juro sinceramente abilio mandlaze  ulava ni ti sunga,2
544,ku phuza bem m flow,2
545,if phfukil ah ih se vona swa ku kazata mwina k,2
546,ni yingisele niri kola mocambique ka chokwe thwii,2
547,yaba buluku a fazer histria ,2
548,mingas  alirandzo mingas  mamana aniano tamele  papai se hi fikile,2
549,naminau kata na fhinavela acufamba ni ti tsaguela cubo uia xplanada,2
550,txuvuka leswi lani ,2
551,danar tsova levanta a saia,2
552,gabriel shyne feat killua  lirandzo la mina na wena ,2
553,mamana uyosala etse a tlhumala panghalato ,2
554,hello sisi ni kombela round ,2
555,and u tah swi kota,2
556,u ya kwini ,2
557,ku ta faciwa swa bom,2
558,happy birthday mo g  aku huma ni humaka quarentena wena para nita dlaya   morelife ,2
559,hi mbilo leyi yitsovekeke hibuyisa xikandarinha lexi angahisiyela madala wahina calane da silva riphitakombekisa lesvaku xahahisa minana munganu wamina wantloyi  hitaxitlatleka kutane ntlangu lowu wuvuya hi kurula akutlangiwi  ,2
560,parceiroa novas msicas hosi hi pfuni  nina xilondza mbilwini hosi xikwembo  whatsapp  ,2
561,phaphamanamunghana community weeeeeeeeeee avuxeni vanhu vamisava woza friday hlayisekani miyingiseri phaphamanamunghanalonene ahitireni hita hola male yosaseka ixigwambana kusuka la a gwambeland vana va gwambe na dzavale ,2
562,a quiet place  here hina ya famba,2
563,kulo sala ku ni tlela kanwe before ni vuyela joni,2
564,kuni guala la kuni va fana la rupi kaur,2
565,kwini wa swe tivah nah weneh swakuh ni strong,2
566,wa swi tiva brodi,2
567,ni pfhukile akuna swa ku kazata ho yini kupfhuka,2
568,wena pah  no thleka lano,2
569,pfa khenseka pfoleswo namini ni bom a xikwembo x dzi hlayisa ,2
570,nimi ingisele niri ka chokwe gaza mozambique via ,2
571,hewe thlanga u hluela,2
572,avelino mondlane  ndjombo ya lirandzo ,2
573,xikwembu ni nyike matimba,2
574,swiswi ni vona gavin a hindzela mahlweni,2
575,na khensa bra ya mina,2
576,niku yingiseli nile xokwe mozambique sesi thembzana  ,2
577,bom domingo hosi yi katekisa wena na njangu wa wena mhunti ya mona  sowetoem casa chokwe ,2
578,u bom mana tt ni yingiseli wena kola ka xokwe mozambique  ,2
579,dzipelile u kone fanhana,2
580,dzixile ohine ku pfuka ,2
581,hipfukile ingo wena,2
582,male ya machangana d,2
583,kambe ira mani risimu leri hi sungulaka awara ya  naaaaaa rini tsakisa ngopfu vakaxi va mina rixile,2
584,dzi xile va makwezo ,2
585,john legend  mina na wena,2
586,december ni tirhisi leswo tala ntaswi vona january  cidade de chokwe ,2
587,auxene moine ku pfuka,2
588,kota yasser ya ya  ,2
589,moya wa ku xwenga,2
590,la ka mina ku dyiwa ti coconut   maputo mozambique ,2
591,hi pfhukile a va tsongwana va thlanga khanimambo ho yini kupfhuka,2
592,hi pfuki bem a whana wa tlhangua akuna ku karata whina ke ,2
593,wa swi tivaaaaa,2
594,a nina male minoooo noh tivha ku kina blazes voice,2
595,loku u hi wona hiku ta hi yena hi yena yehova hi yena a loku u hi wona na hili so hi yena hi yena yehova hi yena oh hi yena yehova hi yena hi yena  ,2
596,na hanha aswina ku kazata a vatsonguana wo thlanga,2
597,u saize wa mbedo wa mina  ,2
598,rixile vahaxi va mina nimi kuma kahle nirila moz ka khubu la obrigado,2
599,timale timale hi da ni mabitch ,2
600,ni pfhukile a va tsongwana va thlanga khanimambo ,2
601,nkatangouu hinga tsama niku gwela swaku akuna munwane lwei ani tsakuisaka a mbilwini ,2
602,wa bomba mchangani ni bombisa ku kuma  vodacom ,2
603,mina se lindivarrr mina aita navhela aku teka giyane nitsakisa hi xibelane niri kola a magude ,2
604,ni pfhukile khanimambo wene ke,2
605,ni bom ho yini,2
606,thnx god mozambique shutdown tag nghenana khensa ku tlakuriwa vanhu va mozambique  moamba maputo mozambique ,2
607,ni kola ka xingange vani khome bom mas  and ku tlangeliwa birthday ,2
608,utamukuma ka sapatero,2
609,mmm swa homb ni pfhukile khanimambo,2
610,vanhu va mali ku khola   ressano boarder ,2
611,na mina nimi kuma kahle nirila moz ka khubu,2
612,malome  u ndjane,2
613,niku  ma garrafa,2
614,nile guija ni tlangela birthday ya mina ,2
615,ni bha ma fato ni ma air force,2
616,ho yini ku pfuka,2
617,mine ni waku ehhh mbilo yilava weneee ahhh my bae youre so sweet baby my bae youre so fine loko niku vona ku tsatsa tsa ninyetxela weneee ,2
618,ni pfukile va haxi nho kufumetanhana amuphungo nita kufumetanhana anhokana nitaya atirwene    ,2
619,kanimambo chikwembo xa mathimba,2
620,ya disko funk  ,2
621,a hombe khanimambo ho yini,2
622,esh na mina se ni mikuma kahle  niri khombomunimozambiquedankiiiii,2
623,yuwiiii amargou ih mine lwe yaaaa,2
624,mina nawena wena namina lovarnice utatwa kunandzika ,2
625,swa kahle swi komba rirhandzu ra ntiyiso,2
626,mina ni sati wanga jay   maputo mozambique ,2
627,alirandzo hi mintxumo xa lissima kutlula a timaka xatimale ,2
628,na hanya aswina ku kazata,2
629,leswi uswi tivaka hi mina iswi tsongo eka leswi ninga hi xi swona u thnk im an artist n im more dan dat u thnk im a government worker n im more dan dat u thnk im comedian n im more dan ,2
630,nambe mina ni pfhuki kwatse khanimambo,2
631,ku njhani  ni nghena kola chokwe,2
632,dzixilela wena mufoto ho ini hi ku pfuka ,2
633,id sing hita famba moyeni nkathanga ,2
634,matshonela yakoh mana mina mabarri yakoh mana mina mas a mpfhana wa nheketo lweyi anga guentanga ih wene ,2
635,ma sweet lady ma talil ma sweet lady ma talil mina ni be dji utomi ni funga kufa niku hanhana i will always love you ma talil,2
636,jimmy dludlu  mu tumbelelwana ,2
637,nina wena kola xokwe mozambique,2
638,np  puto jr  male ya pepa,2
639,ni yingiseli wena sesi khensi nile xokwe mozambique   ,2
640,ni pfhukile ho yini kupfhuka,2
641,h yini hosi ya ma rima,2
642,nipfukile vhahaxi niya atirweni ni ndlhula nixava amapawa dj iwamativa    ,2
643,wena wa xitiva,2
644,aloku niku im         yaba blackfriday ,2
645,ximixweni madanbveni ni usiku sikunisiku,2
646,auxene ka gaza ,2
647,dezember time   ku ta fiwa,2
648,blake me paga hahahahahahahahahahahahaha ih ,2
649,keep voning na ku xuvha ,2
650,king wa frica,2
651,na hanya akuna swa ku kazata a va tsongwana va thlanga,2
652,ni bom manji wena kueh ,2
653,nkhosi dlamini wena wekunene thank you cuz ,2
654,swinene ngopfu ni vuya matreno hina jogo mndzuku,2
655,nimu yingiseli nile chokwe mozambique vahaxi vamina va qualidade zwimbiri   ,2
656,tsemba jehova wene nwana wa xikwembu   quartadequotes,2
657,nikola ka xingangi ka nwina  ,2
658,u ta famba matilweni ,2
659,utomi nzanga za ku tsakissa pretodemoz enjoying the life em maputo mozambique ,2
660,mina nawena wena namina lovarnice utatwa kunandzika  ,2
661,tana u ta dya,2
662,re tsogile re ra wena,2
663,a nhama ni dileh a guala ni puzileh a male ni tekileh tsatsara tsara ,2
664,ni lava ku susa tosa,2
665,na hanya ni khensile ,2
666,sumo loumar  a ku titimeta nkolo,2
667,nina wena kola xokwe mozambique  uni endla yini mara dstv,2
668,akusaka ka ndlama kopitira ku collerboxparty ndani ameneyo,2
669,banani m voko assistam in loko ouep,2
670,pvtunga ni viajari wena txela nhama lanu,2
671,ayo buya anikhoma aku teka nuku nhica ,2
672,leswi ni swi vhonaka mine,2
673,wansati wa ku xonga ku tlhula wene animutive minoo,2
674,aleluia xikwembo xa matimba tlhatteka vhoko dzaku ku hina vana wakhu hi kombela a matimba yaku,2
675,wow na khensa sesi mhana rivaldo vani khome kahle hi siku ra mina,2
676,muhaxi lwiya ho hatlisela ngopfu loko a haxa hi wini wakona left or right,2
677,he uncle miri i birthday ya nwina namutlha,2
678,wa khala pah,2
679,a xa lissima ih ku ti beka hansi ,2
680,auxeneeee tek hoyineee ku phukaaa,2
681,siku ni siku,2
682,niku yingiseli nile xokwe mozambique nilo gaaaa dstv ,2
683,swa kahle leswo,2
684,ni khensile nd ntava nayena mundzuku,2
685,hi ta kunhemela le titxini ikussa ya ku randza na hina h kuxuva makhero,2
686,wayi vona manica ya nyuwani  ,2
687,usho wena neh  ,2
688,a swa lissima ih kuh tibekah hansi,2
689,hhw sesi byela va malume se vona vata hlamusela papa ku wa kuna dzovolo wa yena,2
690,ahiii loloza male ya manhembana d,2
691,niku yingiseli nile xokwe mozambique nilo geee kola hansi ka nsinya wa nkanyi dstv   ,2
692,tseka tseka uta ni kuma hi ndlhela ,2
693,definetly goats alexandre langa  rosa maria pedro langa  mamba ya malepfu hortencio langa  lirandzu,2
694,mita kateka loko va mi hlekula nwina va nge mi bihili miri vana va xikwembu tsakani hiswiswo hikuva hakelo yanwina mi tayikuma ematilweni,2
695,nihinguisela munghana lonene fm ranitsakissa ni lani maputo  zimpeto,2
696,dzixile na mi lossa va yakelani,2
697,ni bom ni yetlelile bem anhanti wena hummmm loop ,2
698,a makhessemussi nkata ni ma lua de mel hitada xikamwe ungatxavi nkata hikussa sse hi txadile,2
699,kannimambo ni tsak swi nene ,2
700,auxene va makwezu,2
701,dzixileeeeee mo hine ku phuka,2
702,khanimambo  hi yini kupfhuka,2
703,mina a ni tsama ka twitter timaka xkola  mine ani tsame  himaka   thanks ,2
704,hile ku tlangeni na vanwan  praia do bilene ,2
705,ya no xipamanine ,2
706,yehova hi murussi wa mina   marracuene ,2
707,teka famba bro ,2
708,hhw dont give up man zama ku mutsunduxa chomi ya wena uku nikombela uni tlhelisela mali ya mina,2
709,ni pfhuni ku tsova tsova tsova  gold  ,2
710,a lirandzo ih mensa ni behula vhata tshemelela inkwafswo fswaku biya ,2
711,xiluvaxangaaaa mina ni langui wene top top top  bow,2
712,moya wanga u ndzunissa hosi a moya wanga hosi hosi hosi aku ndunissa,2
713,nitafa na wena murandziwa te amo te amo nitafa na wena murandziwa te amo te amo vibes,2
714,mara buti sydney xikwembu ximu nikile ku hlamusela swilo swi nandzika wativa ingi ova kwale,2
715,hita khandziya ti bus ta anc hi mbali swi khipa swa da hiya votela eff  on the beach bilene mozambique ,2
716,dzixile ho yine ku pfuka,2
717,ni yingiseli  kola ka doroba laka chokwe    dstv niyo gee na vovo flora mathonsi,2
718,uh tah ssala va uhlolo,2
719,auxene mo yini ku pfuka acredita,2
720,ni cizi weni unga buyi ni taku ,2
721,ok a chikwembo cha swi vona,2
722,vungani ka story ko timve ,2
723,ni bom wena ke ,2
724,i nkarhi wa malamula,2
725,ku hava paito unwani handle ka mina,2
726,mi nga rivali ku happy birthday eka mina,2
727,ene swi valavula ntiyiso ,2
728,a pandza wa kho ,2
729,ni xisela wena njovo ,2
730,ni rungula my love nthabiseng mashaba ka xokwe  ka xingange niheta hi sivari vicente sambo a putfontein ,2
731,ni pfukile kwatsi ,2
732,mamana wa bebe,2
733,mawakomuito nice ih ,2
734,rirandu ari danisi loku wanuna akari akuranda naloku wansati aku randa aswisangi swi danisa ,2
735,mina nile ntirhweni la mozambique ka khubu,2
736,ina marha ya mina yi famba mahlweni hiti cup masiku lawa,2
737,ya maning ya maning ya maning,2
738,hhw zama kuti hlanganisa na yena chomi ya wena face to face unwi tsunduxa hi xikweleti dont give up,2
739,kkkklk ni kombela uni sendela ka whatsup ,2
740,u tah yi phuza impala  ,2
741,buya lenu niku dondzissa  ,2
742,pooora gramo mng de mathapa pah foooodaz patsa ni ma hanti,2
743,loko dj  momu siya yexe sikurinwe lani ka  vangarikona  na  na buti  anga swihaxa hkwaswo loyi wa dj atlhela abala nitilhoko mhaka ta mahungo,2
744,mita phaka draw ku tava lucky,2
745,awuxeni va haxi va mina va nduma mina nipfukile nho dja mpungu ni lava akuya dsundzisa aritiwa ramina nihlaula amudji watimali      ,2
746,nifile ih wena,2
747,a ku khala  ama saudade  ,2
748,auxeni madala u bom,2
749,na hanya ho yini,2
750,ni pfhukile khanimambo,2
751,ih fswona ndwena a ciku para vhaku biya dzi ta tlassa ,2
752,maningue  khanimambo u pfhukile ,2
753,ha tsovela kola chokwe mozambique ni khensa mufundisi ,2
754,na hanya aswina ku kazata khanimambo,2
755,nami hoyozela vahaxi vamina va migingiriko na tsemba swaku muyetlhele kalhe ami bedweniloko mu suka ka  tolo     ,2
756,bom tarde matxaka ya minamaputo ,2
757,ni sungulekile khale mfana  ,2
758,ka dlhiwa male,2
759,mina nitsakile swinene gingirikani munu wa tshitsha,2
760,ni ta pimissa,2
761,ni huma na marhama hey  khensa nsati wa mina wani hlayisa xem  ,2
762,niku yingiseli nile xokwe mozambique dstv,2
763,a xinkwa lexi xa le missaveni u ndzuluti we tatana hakukombela lililili,2
764,a ni guenti ,2
765,ni yingiseli wena sesi khensi na cc bongi nile xokwe mozambique dstv    ,2
766,hewa ya oxygen ,2
767,ni humule ha hombe muzandziwa  ,2
768,auxeni inlhikanili xile ku ndjani unga ni nhenhentsi ni bihile u shonguile wa nunwa a ni pfukanga kwatsi,2
769,namunthla mu ta nitwa ,2
770,mara tinsimo ta xitsonga ta tsakisa niku yingiseli nile xokwe mozambique ,2
771,rendes xikento ih ,2
772,mina ni randza wenah x mexe o esqueleto djalvinalutacontinua,2
773,hi pfukile anti wena v hanha kaya,2
774,ni rungula nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mathonsi na mamani flora mathonsi ka xokwe mozambique ,2
775,topic mina vahaxi ani hambanisi swafana na vanhu va hlonge ya mina ntsena i respect kufana na uwani,2
776,sim  teka famba,2
777,ku dliwa salada ,2
778,loko va yi rhanza cricket na,2
779,hhw boti tshama na muti wa kokwani sesi famba vukatini bya wena,2
780,nghoma ya nghena ma onha mhaka  a mosambiki va cina hinoooooo tag nghena miva rungula  moamba maputo mozambique ,2
781,hibha fotxolo khuza ku huma no lithilu ,2
782,mina na wena,2
783,mr bow  ni tafa na wena ,2
784,txuvuka dzanku logo uya wa kwela kuvuya ka wena hitaku yamukela,2
785,cinderela wa mina i love u babe ,2
786,auxene mo yini kupfuka acredita cenastardeaninam,2
787,hoyini ku pfuka,2
788,ni pulukhe no undla a vana vavano ,2
789,na hanha n scrolaranhana ni hamba nkama pra niya studio,2
790,super sweet sunday ka nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mamani flora mathonsi ka xokwe ,2
791,i rhandza mina phela kuza xi rhandza camera hi kola ka mina,2
792,ni bom a caya kwaco khe,2
793,ni randza nyama ,2
794,ah bro ya  ,2
795,wo ai ni,2
796,unga vhoni ku gwira ni tlhela ni thakula mina khata kambe akuna munwane ane lweyi tsakisaka minouu ,2
797,teka famba  bjardim ,2
798,hi pfukili bem doutor wena ke,2
799,teka famba ya man  te amo ,2
800,va galhi timbatsana kamarracuene ,2
801,wena wa tsoga yong,2
802,ya va dudamel deja la vino tinto vermo,2
803,a xikwembo a xi ku katekisse  ,2
